sitio;arquivo_de_som;data;horario;temp;umid;veg
Qua02;20200128_061000.WAV;28/01/2020;06:10:00;25.7;54.2;na
Qua02;20200129_155500.WAV;29/01/2020;15:55:00;31.5;54.2;na
Qua02;20200122_181000.WAV;22/01/2020;18:10:00;29.8;54.4;na
Qua02;20200128_062500.WAV;28/01/2020;06:25:00;25.6;54.5;na
Qua02;20200130_171000.WAV;30/01/2020;17:10:00;30.9;54.6;na
Qua02;20200128_065500.WAV;28/01/2020;06:55:00;25.5;54.7;na
Qua02;20200128_064000.WAV;28/01/2020;06:40:00;25.6;54.8;na
Qua02;20200125_101000.WAV;25/01/2020;10:10:00;29.2;54.8;na
Qua02;20200122_182500.WAV;22/01/2020;18:25:00;29.6;54.8;na
Qua02;20200122_141000.WAV;22/01/2020;14:10:00;31.2;55.3;na
Qua02;20200127_192500.WAV;27/01/2020;19:25:00;32.8;55.3;na
Qua02;20200127_091000.WAV;27/01/2020;09:10:00;28.5;55.4;na
Qua02;20200124_104000.WAV;24/01/2020;10:40:00;28.6;55.4;na
Qua02;20200129_154000.WAV;29/01/2020;15:40:00;31.4;55.4;na
Qua02;20200127_085500.WAV;27/01/2020;08:55:00;28.1;55.5;na
Qua02;20200125_102500.WAV;25/01/2020;10:25:00;29.5;55.6;na
Qua02;20200123_122500.WAV;23/01/2020;12:25:00;30;55.6;na
Qua02;20200130_162500.WAV;30/01/2020;16:25:00;30.3;55.9;na
Qua02;20200126_112500.WAV;26/01/2020;11:25:00;33.7;56;na
Qua02;20200126_105500.WAV;26/01/2020;10:55:00;32.5;56.2;na
Qua02;20200122_152500.WAV;22/01/2020;15:25:00;31.5;56.3;na
Qua02;20200122_184000.WAV;22/01/2020;18:40:00;29.6;56.4;na
Qua02;20200122_142500.WAV;22/01/2020;14:25:00;31;56.4;na
Qua02;20200126_111000.WAV;26/01/2020;11:10:00;32.9;56.4;na
Qua02;20200123_194000.WAV;23/01/2020;19:40:00;27.6;56.5;na
Qua02;20200125_194000.WAV;25/01/2020;19:40:00;29.1;56.7;na
Qua02;20200123_115500.WAV;23/01/2020;11:55:00;29.7;56.7;na
Qua02;20200122_191000.WAV;22/01/2020;19:10:00;28.2;57.3;na
Qua02;20200128_192500.WAV;28/01/2020;19:25:00;29.3;57.3;na
Qua02;20200131_084000.WAV;31/01/2020;08:40:00;35.6;57.3;na
Qua02;20200126_104000.WAV;26/01/2020;10:40:00;32.1;57.4;na
Qua02;20200123_114000.WAV;23/01/2020;11:40:00;29.5;57.5;na
Qua02;20200122_185500.WAV;22/01/2020;18:55:00;28.9;57.6;na
Qua02;20200123_121000.WAV;23/01/2020;12:10:00;29.4;57.8;na
Qua02;20200127_084000.WAV;27/01/2020;08:40:00;26.8;57.9;na
Qua02;20200130_155500.WAV;30/01/2020;15:55:00;29.4;58.1;na
Qua02;20200130_172500.WAV;30/01/2020;17:25:00;29.6;58.1;na
Qua02;20200130_165500.WAV;30/01/2020;16:55:00;30.1;58.1;na
Qua02;20200128_084000.WAV;28/01/2020;08:40:00;31.3;58.3;na
Qua02;20200126_102500.WAV;26/01/2020;10:25:00;32;58.3;na
Qua02;20200130_121000.WAV;30/01/2020;12:10:00;33.9;58.6;na
Qua02;20200130_154000.WAV;30/01/2020;15:40:00;29.4;58.7;na
Qua02;20200130_114000.WAV;30/01/2020;11:40:00;32.1;58.8;na
Qua02;20200129_175500.WAV;29/01/2020;17:55:00;30.4;59;na
Qua02;20200122_151000.WAV;22/01/2020;15:10:00;30.4;59.2;na
Qua02;20200122_135500.WAV;22/01/2020;13:55:00;31.3;59.2;na
Qua02;20200122_192500.WAV;22/01/2020;19:25:00;27.6;59.5;na
Qua02;20200124_102500.WAV;24/01/2020;10:25:00;27.9;59.5;na
Qua02;20200122_134000.WAV;22/01/2020;13:40:00;30.1;59.5;na
Qua02;20200130_112500.WAV;30/01/2020;11:25:00;32.1;59.6;na
Qua02;20200122_145500.WAV;22/01/2020;14:55:00;30;59.7;na
Qua02;20200123_112500.WAV;23/01/2020;11:25:00;28.4;60;na
Qua02;20200128_071000.WAV;28/01/2020;07:10:00;24;60.2;na
Qua02;20200125_095500.WAV;25/01/2020;09:55:00;28.4;60.3;na
Qua02;20200130_181000.WAV;30/01/2020;18:10:00;28.5;60.5;na
Qua02;20200122_144000.WAV;22/01/2020;14:40:00;30.7;60.5;na
Qua02;20200124_101000.WAV;24/01/2020;10:10:00;27.9;60.7;na
Qua02;20200128_072500.WAV;28/01/2020;07:25:00;24.3;60.8;na
Qua02;20200129_151000.WAV;29/01/2020;15:10:00;30.4;61;na
Qua02;20200130_175500.WAV;30/01/2020;17:55:00;27.9;61.1;na
Qua02;20200130_174000.WAV;30/01/2020;17:40:00;28.8;61.1;na
Qua02;20200123_111000.WAV;23/01/2020;11:10:00;28.2;61.3;na
Qua02;20200123_105500.WAV;23/01/2020;10:55:00;27.9;61.6;na
Qua02;20200130_115500.WAV;30/01/2020;11:55:00;30.8;61.6;na
Qua02;20200128_082500.WAV;28/01/2020;08:25:00;28.5;61.7;na
Qua02;20200126_101000.WAV;26/01/2020;10:10:00;30.9;61.7;na
Qua02;20200128_074000.WAV;28/01/2020;07:40:00;24.3;61.8;na
Qua02;20200129_152500.WAV;29/01/2020;15:25:00;30.7;61.8;na
Qua02;20200125_094000.WAV;25/01/2020;09:40:00;27.1;61.9;na
Qua02;20200126_095500.WAV;26/01/2020;09:55:00;30.6;61.9;na
Qua02;20200129_181000.WAV;29/01/2020;18:10:00;29.2;62.1;na
Qua02;20200122_194000.WAV;22/01/2020;19:40:00;26.1;62.3;na
Qua02;20200122_132500.WAV;22/01/2020;13:25:00;29.4;62.5;na
Qua02;20200129_182500.WAV;29/01/2020;18:25:00;28.8;63.2;na
Qua02;20200127_082500.WAV;27/01/2020;08:25:00;25.7;63.5;na
Qua02;20200125_092500.WAV;25/01/2020;09:25:00;26.5;63.7;na
Qua02;20200130_182500.WAV;30/01/2020;18:25:00;28.2;63.7;na
Qua02;20200125_091000.WAV;25/01/2020;09:10:00;25.9;63.8;na
Qua02;20200123_104000.WAV;23/01/2020;10:40:00;27.2;63.8;na
Qua02;20200130_184000.WAV;30/01/2020;18:40:00;27.1;64.8;na
Qua02;20200125_084000.WAV;25/01/2020;08:40:00;24.8;65.1;na
Qua02;20200128_081000.WAV;28/01/2020;08:10:00;26.7;65.1;na
Qua02;20200130_111000.WAV;30/01/2020;11:10:00;32.1;65.1;na
Qua02;20200126_094000.WAV;26/01/2020;09:40:00;29.8;65.2;na
Qua02;20200122_124000.WAV;22/01/2020;12:40:00;28.7;65.3;na
Qua02;20200122_122500.WAV;22/01/2020;12:25:00;28.8;65.3;na
Qua02;20200128_075500.WAV;28/01/2020;07:55:00;24.2;65.5;na
Qua02;20200128_194000.WAV;28/01/2020;19:40:00;27.8;65.5;na
Qua02;20200130_105500.WAV;30/01/2020;10:55:00;30.7;65.6;na
Qua02;20200125_085500.WAV;25/01/2020;08:55:00;25.7;65.7;na
Qua02;20200126_085500.WAV;26/01/2020;08:55:00;28.8;65.8;na
Qua02;20200126_091000.WAV;26/01/2020;09:10:00;28.8;65.9;na
Qua02;20200124_095500.WAV;24/01/2020;09:55:00;26.2;66;na
Qua02;20200123_101000.WAV;23/01/2020;10:10:00;26.4;66.5;na
Qua02;20200123_102500.WAV;23/01/2020;10:25:00;26.6;66.6;na
Qua02;20200126_084000.WAV;26/01/2020;08:40:00;28.2;67;na
Qua02;20200126_092500.WAV;26/01/2020;09:25:00;29.3;67;na
Qua02;20200130_185500.WAV;30/01/2020;18:55:00;26.7;67.1;na
Qua02;20200129_184000.WAV;29/01/2020;18:40:00;28.3;67.4;na
Qua02;20200129_145500.WAV;29/01/2020;14:55:00;29.1;67.4;na
Qua02;20200122_131000.WAV;22/01/2020;13:10:00;28.3;67.7;na
Qua02;20200130_191000.WAV;30/01/2020;19:10:00;25.5;67.8;na
Qua02;20200124_094000.WAV;24/01/2020;09:40:00;25.3;68.6;na
Qua02;20200127_081000.WAV;27/01/2020;08:10:00;24.4;68.9;na
Qua02;20200122_125500.WAV;22/01/2020;12:55:00;28.9;68.9;na
Qua02;20200126_082500.WAV;26/01/2020;08:25:00;27.1;69.1;na
Qua02;20200124_092500.WAV;24/01/2020;09:25:00;24.7;70.4;na
Qua02;20200126_075500.WAV;26/01/2020;07:55:00;25.4;70.6;na
Qua02;20200129_144000.WAV;29/01/2020;14:40:00;28.9;70.8;na
Qua02;20200122_115500.WAV;22/01/2020;11:55:00;27.7;71.4;na
Qua02;20200126_081000.WAV;26/01/2020;08:10:00;26.1;71.5;na
Qua02;20200122_121000.WAV;22/01/2020;12:10:00;28;71.5;na
Qua02;20200123_095500.WAV;23/01/2020;09:55:00;25.7;71.7;na
Qua02;20200131_082500.WAV;31/01/2020;08:25:00;31.5;72.3;na
Qua02;20200126_074000.WAV;26/01/2020;07:40:00;24.8;72.6;na
Qua02;20200124_085500.WAV;24/01/2020;08:55:00;24.3;72.9;na
Qua02;20200127_075500.WAV;27/01/2020;07:55:00;23.1;73;na
Qua02;20200124_091000.WAV;24/01/2020;09:10:00;24.1;73.3;na
Qua02;20200123_094000.WAV;23/01/2020;09:40:00;25.1;73.9;na
Qua02;20200129_142500.WAV;29/01/2020;14:25:00;27.8;73.9;na
Qua02;20200123_092500.WAV;23/01/2020;09:25:00;24.8;74.3;na
Qua02;20200122_114000.WAV;22/01/2020;11:40:00;27.4;74.3;na
Qua02;20200130_192500.WAV;30/01/2020;19:25:00;24;74.4;na
Qua02;20200123_091000.WAV;23/01/2020;09:10:00;24.3;74.7;na
Qua02;20200122_111000.WAV;22/01/2020;11:10:00;26.1;75;na
Qua02;20200122_112500.WAV;22/01/2020;11:25:00;26.4;75.1;na
Qua02;20200129_191000.WAV;29/01/2020;19:10:00;26.7;75.2;na
Qua02;20200126_072500.WAV;26/01/2020;07:25:00;24;75.4;na
Qua02;20200123_085500.WAV;23/01/2020;08:55:00;24.3;75.4;na
Qua02;20200127_074000.WAV;27/01/2020;07:40:00;21.9;76.1;na
Qua02;20200129_185500.WAV;29/01/2020;18:55:00;27.2;76.1;na
Qua02;20200126_071000.WAV;26/01/2020;07:10:00;23.3;76.9;na
Qua02;20200124_084000.WAV;24/01/2020;08:40:00;23.2;77.1;na
Qua02;20200125_082500.WAV;25/01/2020;08:25:00;23.4;77.5;na
Qua02;20200129_141000.WAV;29/01/2020;14:10:00;26.8;78.1;na
Qua02;20200129_192500.WAV;29/01/2020;19:25:00;26.1;78.2;na
Qua02;20200126_065500.WAV;26/01/2020;06:55:00;22.6;78.5;na
Qua02;20200122_105500.WAV;22/01/2020;10:55:00;25.9;78.5;na
Qua02;20200126_064000.WAV;26/01/2020;06:40:00;22.1;79.2;na
Qua02;20200130_104000.WAV;30/01/2020;10:40:00;28.8;79.7;na
Qua02;20200130_194000.WAV;30/01/2020;19:40:00;22.7;79.9;na
Qua02;20200127_072500.WAV;27/01/2020;07:25:00;20.5;80;na
Qua02;20200126_062500.WAV;26/01/2020;06:25:00;21.8;80.1;na
Qua02;20200123_084000.WAV;23/01/2020;08:40:00;23.4;80.3;na
Qua02;20200126_061000.WAV;26/01/2020;06:10:00;21.6;80.6;na
Qua02;20200122_104000.WAV;22/01/2020;10:40:00;25.7;81.1;na
Qua02;20200129_134000.WAV;29/01/2020;13:40:00;25.9;81.1;na
Qua02;20200122_102500.WAV;22/01/2020;10:25:00;24.8;81.4;na
Qua02;20200122_101000.WAV;22/01/2020;10:10:00;24.7;81.6;na
Qua02;20200129_135500.WAV;29/01/2020;13:55:00;26;81.7;na
Qua02;20200130_101000.WAV;30/01/2020;10:10:00;26.6;82.3;na
Qua02;20200123_082500.WAV;23/01/2020;08:25:00;22.5;82.4;na
Qua02;20200130_102500.WAV;30/01/2020;10:25:00;26;82.4;na
Qua02;20200122_095500.WAV;22/01/2020;09:55:00;25.1;82.5;na
Qua02;20200130_095500.WAV;30/01/2020;09:55:00;27.3;82.5;na
Qua02;20200124_082500.WAV;24/01/2020;08:25:00;22.2;82.6;na
Qua02;20200125_081000.WAV;25/01/2020;08:10:00;22.4;83;na
Qua02;20200129_131000.WAV;29/01/2020;13:10:00;25.8;83;na
Qua02;20200129_132500.WAV;29/01/2020;13:25:00;26.2;83.3;na
Qua02;20200131_081000.WAV;31/01/2020;08:10:00;27.9;83.6;na
Qua02;20200129_194000.WAV;29/01/2020;19:40:00;25.4;83.8;na
Qua02;20200123_081000.WAV;23/01/2020;08:10:00;21.7;84.8;na
Qua02;20200124_081000.WAV;24/01/2020;08:10:00;21.6;85.2;na
Qua02;20200122_094000.WAV;22/01/2020;09:40:00;24.4;86.5;na
Qua02;20200127_061000.WAV;27/01/2020;06:10:00;18.5;86.7;na
Qua02;20200127_071000.WAV;27/01/2020;07:10:00;19;86.7;na
Qua02;20200123_075500.WAV;23/01/2020;07:55:00;21.1;86.7;na
Qua02;20200127_065500.WAV;27/01/2020;06:55:00;18.6;86.9;na
Qua02;20200124_075500.WAV;24/01/2020;07:55:00;20.7;86.9;na
Qua02;20200127_062500.WAV;27/01/2020;06:25:00;18.4;87.6;na
Qua02;20200125_075500.WAV;25/01/2020;07:55:00;21.2;87.7;na
Qua02;20200127_064000.WAV;27/01/2020;06:40:00;18.4;87.8;na
Qua02;20200124_074000.WAV;24/01/2020;07:40:00;20.1;88.9;na
Qua02;20200122_092500.WAV;22/01/2020;09:25:00;23.8;88.9;na
Qua02;20200123_074000.WAV;23/01/2020;07:40:00;20.4;89.4;na
Qua02;20200130_094000.WAV;30/01/2020;09:40:00;26.2;89.4;na
Qua02;20200129_074000.WAV;29/01/2020;07:40:00;22.7;90.3;na
Qua02;20200129_125500.WAV;29/01/2020;12:55:00;24.5;90.4;na
Qua02;20200124_072500.WAV;24/01/2020;07:25:00;19.4;91;na
Qua02;20200123_072500.WAV;23/01/2020;07:25:00;19.7;91.3;na
Qua02;20200122_091000.WAV;22/01/2020;09:10:00;22.5;91.7;na
Qua02;20200125_074000.WAV;25/01/2020;07:40:00;20.1;92.2;na
Qua02;20200129_075500.WAV;29/01/2020;07:55:00;22.4;92.4;na
Qua02;20200129_091000.WAV;29/01/2020;09:10:00;22.4;92.4;na
Qua02;20200124_071000.WAV;24/01/2020;07:10:00;19;92.8;na
Qua02;20200129_092500.WAV;29/01/2020;09:25:00;22.2;92.8;na
Qua02;20200129_124000.WAV;29/01/2020;12:40:00;22.2;92.8;na
Qua02;20200129_094000.WAV;29/01/2020;09:40:00;21.9;92.9;na
Qua02;20200123_071000.WAV;23/01/2020;07:10:00;19.2;93.1;na
Qua02;20200131_075500.WAV;31/01/2020;07:55:00;25;93.3;na
Qua02;20200129_081000.WAV;29/01/2020;08:10:00;22;93.5;na
Qua02;20200129_122500.WAV;29/01/2020;12:25:00;21.7;93.7;na
Qua02;20200129_085500.WAV;29/01/2020;08:55:00;22.6;93.7;na
Qua02;20200129_095500.WAV;29/01/2020;09:55:00;21.3;93.8;na
Qua02;20200124_065500.WAV;24/01/2020;06:55:00;18.5;94;na
Qua02;20200129_084000.WAV;29/01/2020;08:40:00;22.2;94;na
Qua02;20200129_082500.WAV;29/01/2020;08:25:00;21.9;94.2;na
Qua02;20200130_092500.WAV;30/01/2020;09:25:00;24.8;94.2;na
Qua02;20200124_064000.WAV;24/01/2020;06:40:00;18.2;94.6;na
Qua02;20200129_101000.WAV;29/01/2020;10:10:00;21;94.6;na
Qua02;20200129_072500.WAV;29/01/2020;07:25:00;22.6;94.8;na
Qua02;20200124_061000.WAV;24/01/2020;06:10:00;17.8;94.9;na
Qua02;20200123_065500.WAV;23/01/2020;06:55:00;18.6;94.9;na
Qua02;20200122_085500.WAV;22/01/2020;08:55:00;21.7;94.9;na
Qua02;20200129_121000.WAV;29/01/2020;12:10:00;21.7;94.9;na
Qua02;20200129_102500.WAV;29/01/2020;10:25:00;20.7;95.2;na
Qua02;20200130_062500.WAV;30/01/2020;06:25:00;21.3;95.3;na
Qua02;20200124_062500.WAV;24/01/2020;06:25:00;17.8;95.4;na
Qua02;20200123_064000.WAV;23/01/2020;06:40:00;18.4;95.4;na
Qua02;20200130_085500.WAV;30/01/2020;08:55:00;23.3;95.4;na
Qua02;20200130_091000.WAV;30/01/2020;09:10:00;23.4;95.4;na
Qua02;20200129_115500.WAV;29/01/2020;11:55:00;21.1;95.6;na
Qua02;20200130_061000.WAV;30/01/2020;06:10:00;21.2;95.8;na
Qua02;20200122_062500.WAV;22/01/2020;06:25:00;21.3;95.8;na
Qua02;20200129_114000.WAV;29/01/2020;11:40:00;20.7;95.9;na
Qua02;20200122_064000.WAV;22/01/2020;06:40:00;21.1;96.1;na
Qua02;20200122_084000.WAV;22/01/2020;08:40:00;21.2;96.1;na
Qua02;20200129_061000.WAV;29/01/2020;06:10:00;21.8;96.1;na
Qua02;20200123_062500.WAV;23/01/2020;06:25:00;18.2;96.2;na
Qua02;20200122_061000.WAV;22/01/2020;06:10:00;21.6;96.4;na
Qua02;20200129_065500.WAV;29/01/2020;06:55:00;22.1;96.4;na
Qua02;20200129_071000.WAV;29/01/2020;07:10:00;22.4;96.4;na
Qua02;20200129_104000.WAV;29/01/2020;10:40:00;20.3;96.5;na
Qua02;20200129_064000.WAV;29/01/2020;06:40:00;21.9;96.6;na
Qua02;20200123_061000.WAV;23/01/2020;06:10:00;18.1;96.7;na
Qua02;20200122_065500.WAV;22/01/2020;06:55:00;21.1;96.7;na
Qua02;20200129_062500.WAV;29/01/2020;06:25:00;21.8;96.7;na
Qua02;20200130_082500.WAV;30/01/2020;08:25:00;23.3;96.7;na
Qua02;20200122_071000.WAV;22/01/2020;07:10:00;21.1;96.9;na
Qua02;20200131_074000.WAV;31/01/2020;07:40:00;23.9;96.9;na
Qua02;20200130_084000.WAV;30/01/2020;08:40:00;24.4;96.9;na
Qua02;20200129_105500.WAV;29/01/2020;10:55:00;20.2;97;na
Qua02;20200121_185500.WAV;21/01/2020;18:55:00;22.1;97;na
Qua02;20200130_081000.WAV;30/01/2020;08:10:00;22.8;97;na
Qua02;20200129_112500.WAV;29/01/2020;11:25:00;20.6;97.1;na
Qua02;20200122_072500.WAV;22/01/2020;07:25:00;20.8;97.1;na
Qua02;20200125_064000.WAV;25/01/2020;06:40:00;15.4;97.2;na
Qua02;20200125_062500.WAV;25/01/2020;06:25:00;15.4;97.4;na
Qua02;20200129_111000.WAV;29/01/2020;11:10:00;20.4;97.4;na
Qua02;20200122_082500.WAV;22/01/2020;08:25:00;21.1;97.6;na
Qua02;20200130_075500.WAV;30/01/2020;07:55:00;23;97.6;na
Qua02;20200125_061000.WAV;25/01/2020;06:10:00;15.5;97.7;na
Qua02;20200121_191000.WAV;21/01/2020;19:10:00;22.1;97.9;na
Qua02;20200130_074000.WAV;30/01/2020;07:40:00;22.5;97.9;na
Qua02;20200130_072500.WAV;30/01/2020;07:25:00;22.6;98;na
Qua02;20200125_065500.WAV;25/01/2020;06:55:00;16.2;98.1;na
Qua02;20200122_081000.WAV;22/01/2020;08:10:00;20.8;98.1;na
Qua02;20200122_074000.WAV;22/01/2020;07:40:00;20.5;98.2;na
Qua02;20200130_071000.WAV;30/01/2020;07:10:00;22.7;98.2;na
Qua02;20200121_192500.WAV;21/01/2020;19:25:00;22.4;98.3;na
Qua02;20200130_064000.WAV;30/01/2020;06:40:00;23.5;98.3;na
Qua02;20200121_194000.WAV;21/01/2020;19:40:00;22.7;98.4;na
Qua02;20200125_071000.WAV;25/01/2020;07:10:00;17.6;98.5;na
Qua02;20200122_075500.WAV;22/01/2020;07:55:00;20.5;98.5;na
Qua02;20200130_065500.WAV;30/01/2020;06:55:00;22.8;98.5;na
Qua02;20200131_061000.WAV;31/01/2020;06:10:00;14.3;98.6;na
Qua02;20200125_072500.WAV;25/01/2020;07:25:00;18.8;98.7;na
Qua02;20200131_062500.WAV;31/01/2020;06:25:00;14.5;98.8;na
Qua02;20200131_064000.WAV;31/01/2020;06:40:00;16.6;99.3;na
Qua02;20200131_071000.WAV;31/01/2020;07:10:00;18.6;99.3;na
Qua02;20200131_072500.WAV;31/01/2020;07:25:00;21.4;99.3;na
Qua02;20200131_065500.WAV;31/01/2020;06:55:00;18.9;99.4;na
Qua07;20200127_121000.WAV;27/01/2020;12:10:00;35.9;29.9;550
Qua07;20200127_165500.WAV;27/01/2020;16:55:00;35.1;30.9;550
Qua07;20200127_122500.WAV;27/01/2020;12:25:00;34.8;31.3;550
Qua07;20200131_172500.WAV;31/01/2020;17:25:00;35.7;31.5;550
Qua07;20200131_161000.WAV;31/01/2020;16:10:00;34.1;32.5;550
Qua07;20200131_165500.WAV;31/01/2020;16:55:00;35.3;32.5;550
Qua07;20200127_134000.WAV;27/01/2020;13:40:00;36.4;32.5;550
Qua07;20200127_171000.WAV;27/01/2020;17:10:00;35.5;32.6;550
Qua07;20200128_162500.WAV;28/01/2020;16:25:00;36.8;33;550
Qua07;20200127_161000.WAV;27/01/2020;16:10:00;38.1;33;550
Qua07;20200127_132500.WAV;27/01/2020;13:25:00;36;33.1;550
Qua07;20200127_125500.WAV;27/01/2020;12:55:00;36.3;33.1;550
Qua07;20200128_161000.WAV;28/01/2020;16:10:00;36.7;33.1;550
Qua07;20200127_115500.WAV;27/01/2020;11:55:00;35.9;33.2;550
Qua07;20200131_124000.WAV;31/01/2020;12:40:00;33.2;33.4;550
Qua07;20200127_142500.WAV;27/01/2020;14:25:00;37;33.6;550
Qua07;20200131_174000.WAV;31/01/2020;17:40:00;34.3;33.7;550
Qua07;20200127_141000.WAV;27/01/2020;14:10:00;36.9;33.7;550
Qua07;20200131_162500.WAV;31/01/2020;16:25:00;34.1;33.8;550
Qua07;20200127_145500.WAV;27/01/2020;14:55:00;36.3;34;550
Qua07;20200127_135500.WAV;27/01/2020;13:55:00;36.5;34;550
Qua07;20200127_152500.WAV;27/01/2020;15:25:00;37.5;34;550
Qua07;20200127_162500.WAV;27/01/2020;16:25:00;35.4;34.3;550
Qua07;20200131_171000.WAV;31/01/2020;17:10:00;34.2;34.5;550
Qua07;20200131_175500.WAV;31/01/2020;17:55:00;34.5;34.5;550
Qua07;20200127_154000.WAV;27/01/2020;15:40:00;37.6;34.5;550
Qua07;20200127_144000.WAV;27/01/2020;14:40:00;37.8;34.5;550
Qua07;20200127_172500.WAV;27/01/2020;17:25:00;35.3;34.7;550
Qua07;20200127_114000.WAV;27/01/2020;11:40:00;34.3;34.9;550
Qua07;20200127_174000.WAV;27/01/2020;17:40:00;34.4;35;550
Qua07;20200127_155500.WAV;27/01/2020;15:55:00;37.2;35.1;550
Qua07;20200127_175500.WAV;27/01/2020;17:55:00;34;35.3;550
Qua07;20200131_164000.WAV;31/01/2020;16:40:00;34.5;35.4;550
Qua07;20200128_155500.WAV;28/01/2020;15:55:00;36.6;35.4;550
Qua07;20200127_131000.WAV;27/01/2020;13:10:00;36.7;35.4;550
Qua07;20200127_124000.WAV;27/01/2020;12:40:00;35.1;35.5;550
Qua07;20200127_164000.WAV;27/01/2020;16:40:00;35.4;35.7;550
Qua07;20200131_181000.WAV;31/01/2020;18:10:00;32.9;36.3;550
Qua07;20200127_151000.WAV;27/01/2020;15:10:00;35.4;36.6;550
Qua07;20200131_135500.WAV;31/01/2020;13:55:00;34.8;36.9;550
Qua07;20200131_121000.WAV;31/01/2020;12:10:00;33.1;37;550
Qua07;20200131_132500.WAV;31/01/2020;13:25:00;33;37.2;550
Qua07;20200128_134000.WAV;28/01/2020;13:40:00;35.1;37.2;550
Qua07;20200128_135500.WAV;28/01/2020;13:55:00;37;37.2;550
Qua07;20200131_142500.WAV;31/01/2020;14:25:00;33.8;37.5;550
Qua07;20200131_141000.WAV;31/01/2020;14:10:00;34.9;37.6;550
Qua07;20200128_164000.WAV;28/01/2020;16:40:00;35.1;37.8;550
Qua07;20200131_155500.WAV;31/01/2020;15:55:00;35.2;38.1;550
Qua07;20200131_144000.WAV;31/01/2020;14:40:00;34.8;38.2;550
Qua07;20200128_141000.WAV;28/01/2020;14:10:00;34.7;38.3;550
Qua07;20200127_184000.WAV;27/01/2020;18:40:00;32.1;38.4;550
Qua07;20200127_182500.WAV;27/01/2020;18:25:00;33.1;38.4;550
Qua07;20200128_154000.WAV;28/01/2020;15:40:00;34.4;38.4;550
Qua07;20200128_132500.WAV;28/01/2020;13:25:00;36.3;38.7;550
Qua07;20200131_145500.WAV;31/01/2020;14:55:00;35.7;39;550
Qua07;20200127_181000.WAV;27/01/2020;18:10:00;32;39.2;550
Qua07;20200131_125500.WAV;31/01/2020;12:55:00;34.8;39.2;550
Qua07;20200131_182500.WAV;31/01/2020;18:25:00;31.9;39.3;550
Qua07;20200131_115500.WAV;31/01/2020;11:55:00;32.3;39.6;550
Qua07;20200128_182500.WAV;28/01/2020;18:25:00;33.3;39.7;550
Qua07;20200131_122500.WAV;31/01/2020;12:25:00;33;39.8;550
Qua07;20200127_185500.WAV;27/01/2020;18:55:00;31.5;39.9;550
Qua07;20200131_154000.WAV;31/01/2020;15:40:00;34.6;40;550
Qua07;20200128_151000.WAV;28/01/2020;15:10:00;33.1;40.2;550
Qua07;20200128_152500.WAV;28/01/2020;15:25:00;36;40.4;550
Qua07;20200128_145500.WAV;28/01/2020;14:55:00;33.3;40.7;550
Qua07;20200131_184000.WAV;31/01/2020;18:40:00;30.3;40.9;550
Qua07;20200131_152500.WAV;31/01/2020;15:25:00;32;40.9;550
Qua07;20200128_131000.WAV;28/01/2020;13:10:00;35.9;40.9;550
Qua07;20200131_151000.WAV;31/01/2020;15:10:00;30.9;41;550
Qua07;20200128_184000.WAV;28/01/2020;18:40:00;32.9;41;550
Qua07;20200129_172500.WAV;29/01/2020;17:25:00;33.1;41;550
Qua07;20200128_181000.WAV;28/01/2020;18:10:00;33.8;41;550
Qua07;20200131_131000.WAV;31/01/2020;13:10:00;32.2;41.8;550
Qua07;20200128_125500.WAV;28/01/2020;12:55:00;33.6;41.8;550
Qua07;20200128_124000.WAV;28/01/2020;12:40:00;35.6;41.8;550
Qua07;20200128_175500.WAV;28/01/2020;17:55:00;34;41.9;550
Qua07;20200128_122500.WAV;28/01/2020;12:25:00;33.9;42.2;550
Qua07;20200128_171000.WAV;28/01/2020;17:10:00;33.8;42.3;550
Qua07;20200129_171000.WAV;29/01/2020;17:10:00;33.7;43.2;550
Qua07;20200128_165500.WAV;28/01/2020;16:55:00;33.6;43.3;550
Qua07;20200131_134000.WAV;31/01/2020;13:40:00;32.3;43.5;550
Qua07;20200127_191000.WAV;27/01/2020;19:10:00;30.1;43.7;550
Qua07;20200128_121000.WAV;28/01/2020;12:10:00;34.4;43.7;550
Qua07;20200131_114000.WAV;31/01/2020;11:40:00;31.5;43.9;550
Qua07;20200128_142500.WAV;28/01/2020;14:25:00;33.2;44.3;550
Qua07;20200128_115500.WAV;28/01/2020;11:55:00;33.4;44.5;550
Qua07;20200131_112500.WAV;31/01/2020;11:25:00;32.5;44.7;550
Qua07;20200128_185500.WAV;28/01/2020;18:55:00;31.1;45;550
Qua07;20200129_174000.WAV;29/01/2020;17:40:00;32.4;45;550
Qua07;20200129_165500.WAV;29/01/2020;16:55:00;32.5;45;550
Qua07;20200128_144000.WAV;28/01/2020;14:40:00;33.6;45.1;550
Qua07;20200128_172500.WAV;28/01/2020;17:25:00;32.8;46.8;550
Qua07;20200128_112500.WAV;28/01/2020;11:25:00;33.5;46.9;550
Qua07;20200127_192500.WAV;27/01/2020;19:25:00;29.2;47.1;550
Qua07;20200131_111000.WAV;31/01/2020;11:10:00;31.3;47.2;550
Qua07;20200128_111000.WAV;28/01/2020;11:10:00;32.2;47.2;550
Qua07;20200131_185500.WAV;31/01/2020;18:55:00;28.7;48;550
Qua07;20200129_164000.WAV;29/01/2020;16:40:00;31.8;48.1;550
